ANO,MES,COD_UF,COD_MESO,COD_MICRO,COD_MUNICIPIO,COD_PRODUTO,SAFRA,IRRIGADO,COD_FONTE,COD_FASE,COD_OCORRENCIA,EM_FORMACAO,PLANTADA,COLHIDA,PERC_COLHIDO_MES,PRODUCAO,RENDIMENTO,PRECO,OBSERVACAO,DT_ATUALIZACAO,SGL_SIGLA,COLHIDO_ACUMULADO,PRECO_MEDIO_ANUAL,
2015,12,32,1,1,904,0119.1030,1,S,1,6,2,0,140,24,0,19,792,2500.00,Fevereiro 2015: Longo período de estiagem em Dezembro 2014 e Janeiro de 2015 ocasionou um baixo rendimento da cultura.,01/12/2015,SISTEMA,100,2500,
2015,12,32,1,1,904,0119.1030,2,S,1,6,9,0,40,40,0,24,600,2500.00,,01/12/2015,SISTEMA,100,2500,
2015,12,32,1,1,904,0119.2050,0,N,1,6,9,0,50,50,0,2250,45000,50.00,,01/12/2015,SISTEMA,100,50,
2015,12,32,1,1,904,0119.3010,0,N,1,6,9,2,1,1,0,35,35000,1100.00,"Trata-se de cultura em desenvolvimento no município, altamente tecnificada e sob orientação do Incaper.",01/12/2015,SISTEMA,100,1100,
2015,12,32,1,1,904,0119.3020,0,N,1,6,9,0,3,3,0,120,40000,600.00,"A falta de chuvas favoreceu a cultura, principalmente porque foi plantada fora do tempo, onde as águas prejudicariam a produção de melancia.",01/12/2015,SISTEMA,100,600,
2015,12,32,1,1,904,0119.4040,0,N,1,6,9,0,25,25,0,400,16000,300.00,,01/12/2015,SISTEMA,100,300,
2015,12,32,1,1,904,0121.6040,0,N,1,6,2,0,24,10,0,80,8000,550.00,Fevereiro 2015: Longo período de estiagem em Dezembro 2014 e Janeiro de 2015 ocasionou um baixo rendimento da cultura. Abril/2015 - ALTERADO por MAURO para 8.000 kg/ha. REVISAR RENDIMENTO.,01/12/2015,SISTEMA,100,550,
2015,12,32,1,1,904,0132.0010,0,N,1,6,9,2,1,1,0,8,8000,3500.00,Trata-se de cultura em desenvolvimento no município.,01/12/2015,SISTEMA,100,3500,
2015,12,32,1,1,904,0133.2080,0,N,9,6,9,0,11,11,30,44,4000,960.00,outubro - Falta de técnicas adequadas,04/12/2015,DANIELSSILVA,100,960,
2015,12,32,1,1,904,0133.2080,0,S,9,6,2,24,95,95,0,599,6305,960.00,Fevereiro 2015: Longo período de estiagem em Dezembro 2014 e Janeiro de 2015 ocasionou um baixo rendimento da cultura.,04/12/2015,DANIELSSILVA,100,960,
2015,12,32,1,1,904,0133.2340,0,N,1,6,9,21,59,59,0,1062,18000,800.00,Queda no rendimento devido a seca em Dezembro 2014 / Janeiro 2015. Manga do Pólo é a Manga Ubá ( Manguita).,01/12/2015,SISTEMA,100,800,
2015,12,32,1,1,904,0133.3030,0,N,1,6,9,0,120,120,0,1080,9000,490.00,Falta de tratos culturais adequados,01/12/2015,SISTEMA,100,490,
2015,12,32,1,1,904,0134.0022,0,N,1,6,2,100,2150,2150,0,1935,900,5330.00,Fevereiro 2015: Longo período de estiagem em Dezembro 2014 e Janeiro de 2015 ocasionou um baixo rendimento da cultura.,04/12/2015,DANIELSSILVA,100,4808,
2015,12,32,1,1,904,0134.0022,0,S,1,6,2,800,3600,3600,0,5760,1600,5330.00,"Fevereiro 2015: Longo período de estiagem em Dezembro 2014 e Janeiro de 2015 ocasionou um baixo rendimento da cultura. JUNHO 2015 = Reflexo da Seca na Granação reduziu a produção. Rosetas Vazias, Ramos Banguelas.",04/12/2015,DANIELSSILVA,100,4808,
2015,12,32,1,1,904,0135.0010,0,N,1,6,9,3,2,2,0,1,500,7000.00,,01/12/2015,SISTEMA,100,7000,
2015,12,32,1,1,904,0139.2010,0,N,1,6,9,35,2,2,0,5,2500,2100.00,Condições de solo favoráveis,01/12/2015,SISTEMA,100,2100,
2015,12,32,1,1,904,9119.4040,0,N,1,6,9,0,15,15,0,240,16000,500.00,,01/12/2015,SISTEMA,100,500,
2015,12,32,1,1,2108,0111.0020,1,N,1,6,2,0,10,5,0,13,2600,1000.00,Fevereiro 2015: Longo período de estiagem em Dezembro 2014 e Janeiro de 2015 ocasionou um baixo rendimento da cultura.,01/12/2015,SISTEMA,100,1000,
2015,12,32,1,1,2108,0113.0010,0,N,1,6,9,0,25,25,0,1500,60000,50.00,,01/12/2015,SISTEMA,100,50,
2015,12,32,1,1,2108,0119.1030,1,N,1,6,9,0,15,15,0,9,600,2500.00,,01/12/2015,SISTEMA,100,2500,
2015,12,32,1,1,2108,0119.1030,2,N,1,6,9,0,10,10,0,6,600,2500.00,,01/12/2015,SISTEMA,100,2500,
2015,12,32,1,1,2108,0119.2050,0,N,1,6,9,20,380,380,0,22800,60000,50.00,,01/12/2015,SISTEMA,100,50,
2015,12,32,1,1,2108,0119.2130,0,N,1,6,9,0,10,10,20,100,10000,550.00,Abril/2015 - ALTERADO por MAURO para 10.000 kg/ha. REVISAR RENDIMENTO.,04/12/2015,DANIELSSILVA,100,550,
2015,12,32,1,1,2108,0119.3010,0,N,1,6,9,0,1,1,0,20,20000,1100.00,,01/12/2015,SISTEMA,100,1100,
2015,12,32,1,1,2108,0119.4040,0,N,1,6,9,0,25,25,0,400,16000,300.00,,01/12/2015,SISTEMA,100,300,
2015,12,32,1,1,2108,0119.9010,0,N,1,6,9,0,5,5,0,50,10000,700.00,,01/12/2015,SISTEMA,100,700,
2015,12,32,1,1,2108,0121.2100,0,S,1,6,9,0,1,1,0,50,50000,1100.00,,01/12/2015,SISTEMA,100,1100,
2015,12,32,1,1,2108,0121.3050,0,N,1,6,9,0,2,2,0,20,10000,1300.00,,01/12/2015,SISTEMA,100,1300,
2015,12,32,1,1,2108,0121.3110,0,N,1,6,9,0,2,2,0,36,18000,950.00,,01/12/2015,SISTEMA,100,950,
2015,12,32,1,1,2108,0131.0010,0,N,1,6,9,5,5,5,0,40,8000,900.00,,01/12/2015,SISTEMA,100,900,
2015,12,32,1,1,2108,0132.0010,0,N,1,6,9,0,5,5,0,65,13000,3500.00,,01/12/2015,SISTEMA,100,3500,
2015,12,32,1,1,2108,0133.1040,0,N,1,6,9,5,5,5,0,80,16000,1100.00,,01/12/2015,SISTEMA,100,1100,
2015,12,32,1,1,2108,0133.2080,0,N,9,6,9,0,50,50,30,650,13000,960.00,,04/12/2015,DANIELSSILVA,100,960,
2015,12,32,1,1,2108,0133.2220,0,N,1,6,9,0,4,4,0,60,15000,1100.00,Falta de tratos culturais.,01/12/2015,SISTEMA,100,1100,
2015,12,32,1,1,2108,0133.2340,0,N,1,6,9,2,5,5,0,50,10000,800.00,,01/12/2015,SISTEMA,100,800,
2015,12,32,1,1,2108,0133.3030,0,N,1,6,9,0,5,5,0,48,9600,490.00,,01/12/2015,SISTEMA,100,490,
2015,12,32,1,1,2108,0134.0021,0,N,1,6,2,25,50,50,0,30,600,5430.00,Seca prolongada.,01/12/2015,SISTEMA,100,5107.5,
2015,12,32,1,1,2108,0134.0022,0,N,1,6,2,0,750,750,0,495,660,5330.00,"Seca Prolongada. JUNHO 2015 = Reflexo da Seca na Granação reduziu a produção. Rosetas Vazias, Ramos Banguelas.",01/12/2015,SISTEMA,100,4808,
2015,12,32,1,1,2108,0134.0022,0,S,1,6,2,100,400,400,0,778,1945,5330.00,"Seca Prolongada. JUNHO 2015 = Reflexo da Seca na Granação reduziu a produção. Rosetas Vazias, Ramos Banguelas.",01/12/2015,SISTEMA,100,5214,
2015,12,32,1,1,2108,0135.0010,0,N,1,6,9,1,1,1,0,1,1000,7000.00,Cultura altamente tecnificada e condições favoráveis de solo,01/12/2015,SISTEMA,100,7000,
2015,12,32,1,1,2108,0139.1060,0,N,1,6,9,5,2,2,40,6,3000,26000.00,,04/12/2015,DANIELSSILVA,100,26000,
2015,12,32,1,1,2108,0139.2010,0,N,1,6,9,40,10,10,0,20,2000,2100.00,,01/12/2015,SISTEMA,100,2100,
2015,12,32,1,1,3304,0111.0020,1,N,1,6,2,0,60,50,0,125,2500,1000.00,Fevereiro 2015: Longo período de estiagem em Dezembro 2014 e Janeiro de 2015 ocasionou um baixo rendimento da cultura.,01/12/2015,SISTEMA,100,1000,
2015,12,32,1,1,3304,0111.0070,1,N,1,6,2,0,60,50,0,75,1500,550.00,Fevereiro 2015: Longo período de estiagem em Dezembro 2014 e Janeiro de 2015 ocasionou um baixo rendimento da cultura.,01/12/2015,SISTEMA,100,550,
2015,12,32,1,1,3304,0119.1030,1,N,1,6,2,0,30,25,0,15,600,2500.00,"Longo período de estiagem Dez/2014, Jan/2015",01/12/2015,SISTEMA,100,2500,
2015,12,32,1,1,3304,0119.3010,0,N,1,6,9,3,4,4,0,52,13000,1100.00,,01/12/2015,SISTEMA,100,1100,
2015,12,32,1,1,3304,0121.2100,0,S,1,6,2,0,30,30,0,1200,40000,1100.00,"Aumento de área devido a um produtor de fora ter plantado sozinho 3 Alqueires no alto da serra, córrego do capim. Fevereiro 2015: Longo período de estiagem em Dezembro 2014 e Janeiro de 2015 ocasionou um baixo rendimento da cultura.",01/12/2015,SISTEMA,100,1100,
2015,12,32,1,1,3304,0131.0010,0,N,1,6,9,3,25,25,0,150,6000,900.00,Falta de tratos culturais adequados.,01/12/2015,SISTEMA,100,900,
2015,12,32,1,1,3304,0132.0010,0,S,1,6,9,3,3,3,0,45,15000,3500.00,,01/12/2015,SISTEMA,100,3500,
2015,12,32,1,1,3304,0133.2080,0,N,9,6,2,15,35,35,0,147,4200,960.00,Fevereiro 2015: Longo período de estiagem em Dezembro 2014 e Janeiro de 2015 ocasionou um baixo rendimento da cultura.,01/12/2015,SISTEMA,100,960,
2015,12,32,1,1,3304,0133.2340,0,N,1,6,9,20,180,180,0,1260,7000,800.00,trata-se de cultura de manga nativa sem as devidas técnicas adequadas de tratos culturais.,01/12/2015,SISTEMA,100,800,
2015,12,32,1,1,3304,0133.2360,0,N,1,6,9,7,20,20,0,360,18000,1500.00,,01/12/2015,SISTEMA,100,1500,
2015,12,32,1,1,3304,0133.3030,0,N,1,6,9,0,10,10,0,120,12000,490.00,,01/12/2015,SISTEMA,100,490,
2015,12,32,1,1,3304,0134.0021,0,N,1,6,2,200,4000,4000,0,3840,960,5430.00,"Longo período de estiagem Dez/2014, Jan/2015 JUNHO 2015 = Reflexo da Seca na Granação reduziu a produção. Rosetas Vazias, Ramos Banguelas.",04/12/2015,DANIELSSILVA,100,5150.5,
2015,12,32,1,1,3304,0134.0022,0,N,1,6,2,0,180,180,0,144,800,5330.00,"Fevereiro 2015: Longo período de estiagem em Dezembro 2014 e Janeiro de 2015 ocasionou um baixo rendimento da cultura. JUNHO 2015 = Reflexo da Seca na Granação reduziu a produção. Rosetas Vazias, Ramos Banguelas.",04/12/2015,DANIELSSILVA,100,4808,
2015,12,32,1,1,3304,0134.0022,0,S,1,6,2,30,120,120,0,223,1858,5330.00,"Longo período de estiagem Dez/2014, Jan/2015. Poucos produtores, porém mais tecnificados e especializados, por isso quase não houve perda.",04/12/2015,DANIELSSILVA,100,4808,
2015,12,32,1,2,136,0111.0020,1,S,1,6,9,0,6,6,0,15,2500,1000.00,,01/12/2015,SISTEMA,100,1000,
2015,12,32,1,2,136,0111.0070,1,N,1,6,2,0,120,50,0,85,1700,550.00,Fevereiro 2015: Longo período de estiagem em Dezembro 2014 e Janeiro de 2015 ocasionou um baixo rendimento da cultura.,01/12/2015,SISTEMA,100,550,
2015,12,32,1,2,136,0113.0010,0,N,1,6,9,0,5,5,0,300,60000,50.00,,01/12/2015,SISTEMA,100,50,
2015,12,32,1,2,136,0119.1030,1,S,1,6,2,0,50,20,0,16,800,2500.00,,01/12/2015,SISTEMA,100,2500,
2015,12,32,1,2,136,0119.1030,2,S,1,6,9,0,20,20,0,16,800,2500.00,,01/12/2015,SISTEMA,100,2500,
2015,12,32,1,2,136,0119.2050,0,N,1,6,9,0,20,20,0,1200,60000,50.00,,01/12/2015,SISTEMA,100,50,
2015,12,32,1,2,136,0119.2130,0,N,1,6,2,0,30,15,0,150,10000,550.00,Fevereiro 2015: Longo período de estiagem em Dezembro 2014 e Janeiro de 2015 ocasionou um baixo rendimento da cultura. Abril/2015 - ALTERADO por MAURO para 10.000 kg/ha. REVISAR RENDIMENTO.,01/12/2015,SISTEMA,100,550,
2015,12,32,1,2,136,0119.3010,0,S,1,6,9,0,3,3,0,45,15000,1100.00,,01/12/2015,SISTEMA,100,1100,
2015,12,32,1,2,136,0119.3020,0,S,1,6,9,0,5,5,0,100,20000,600.00,,01/12/2015,SISTEMA,100,600,
2015,12,32,1,2,136,0121.6040,0,S,1,6,2,0,50,30,0,240,8000,550.00,Fevereiro 2015: Longo período de estiagem em Dezembro 2014 e Janeiro de 2015 ocasionou um baixo rendimento da cultura. Abril/2015 - ALTERADO por MAURO para 8.000 kg/ha. REVISAR RENDIMENTO.,01/12/2015,SISTEMA,100,550,
2015,12,32,1,2,136,0131.0010,0,N,9,6,9,0,2,2,0,32,16000,900.00,,01/12/2015,SISTEMA,100,900,
2015,12,32,1,2,136,0133.1040,0,N,1,6,9,0,3,3,0,51,17000,1100.00,,01/12/2015,SISTEMA,100,1100,
2015,12,32,1,2,136,0133.2080,0,S,9,6,2,20,60,60,0,1260,21000,960.00,Fevereiro 2015: Longo período de estiagem em Dezembro 2014 e Janeiro de 2015 ocasionou um baixo rendimento da cultura.,01/12/2015,SISTEMA,100,960,
2015,12,32,1,2,136,0133.2340,0,N,1,6,9,16,17,17,0,306,18000,800.00,,01/12/2015,SISTEMA,100,800,
2015,12,32,1,2,136,0133.3030,0,N,1,6,9,0,90,90,0,1080,12000,490.00,,04/12/2015,DANIELSSILVA,100,490,
2015,12,32,1,2,136,0134.0022,0,N,1,6,2,225,1275,1275,0,1020,800,5330.00,"Fevereiro 2015: Longo período de estiagem em Dezembro 2014 e Janeiro de 2015 ocasionou um baixo rendimento da cultura. JUNHO 2015 = Reflexo da Seca na Granação reduziu a produção. Rosetas Vazias, Ramos Banguelas.",04/12/2015,DANIELSSILVA,100,4808,
2015,12,32,1,2,136,0134.0022,0,S,1,6,2,2900,6000,6000,0,9792,1632,5330.00,"Fevereiro 2015: Longo período de estiagem em Dezembro 2014 e Janeiro de 2015 ocasionou um baixo rendimento da cultura. JUNHO 2015 = Reflexo da Seca na Granação reduziu a produção. Rosetas Vazias, Ramos Banguelas.",04/12/2015,DANIELSSILVA,100,4808,
2015,12,32,1,2,136,0135.0010,0,N,1,6,9,0,5,5,0,1,200,7000.00,,01/12/2015,SISTEMA,100,7000,
2015,12,32,1,2,136,0135.0010,0,S,1,6,9,25,26,26,0,23,885,7000.00,"Cultura Altamente Tecnificada, com boa irrigação e não teve perdas na estiagem.",01/12/2015,SISTEMA,100,7000,
2015,12,32,1,2,136,0139.1060,0,N,1,6,9,12,6,6,0,18,3000,26000.00,Preço de mercado.,01/12/2015,SISTEMA,100,26000,
2015,12,32,1,2,136,0139.2010,0,N,1,6,9,15,14,14,0,35,2500,2100.00,Cultura Altamente tecnificada.,01/12/2015,SISTEMA,100,2100,
2015,12,32,1,2,136,9119.4040,0,N,1,6,9,0,30,30,0,510,17000,500.00,,01/12/2015,SISTEMA,100,500,
2015,12,32,1,2,1001,0111.0070,1,S,9,6,2,0,20,20,0,30,1500,550.00,"Milho 1ª safra(irrigado) - Segundo o téc. do Incaper a área havia passado para 20 ha após levantamento realizado recentemente. Queda no RM/HA, devido a falta de chuvas.",07/12/2015,GVIGNATTI,100,550,
2015,12,32,1,2,1001,0111.0070,2,S,9,0,0,0,0,0,,0,0,,Milho em grãos 2ª safra - A área não foi plantada em consequência da estiagem e alto custo de produção.,07/12/2015,GVIGNATTI,0,0,
2015,12,32,1,2,1001,0113.0010,0,N,9,6,2,0,1500,1500,30,61500,41000,35.00,Cana-de-Açucar - Tudo mudou na Empresa com a estiagem prolongada. A Industria reduziu a área e houve queda no RM/HA.,07/12/2015,GVIGNATTI,100,33.25,
2015,12,32,1,2,1001,0119.1030,1,S,9,6,9,0,70,70,0,134,1914,2000.00,"Feijão de cor (irrigado) - A área foi plantada com feijão de cor conhecido como carioquinha. Não houve plantio de feijão preto na 1ª safra. Não houve queda no RM/HA, vez que a área foi plantada no sistema de pivo central.",07/12/2015,GVIGNATTI,100,2000,
2015,12,32,1,2,1001,0119.1030,2,S,9,0,0,0,0,0,,0,0,,Feijão de Cor 2ª safra irrigado) - Não houve plantio em consequência da estiagem.,07/12/2015,GVIGNATTI,0,0,
2015,12,32,1,2,1001,0119.3010,0,S,9,6,2,0,5,5,20,100,20000,1300.00,"Abacaxi(irrigado) - As lavouras foram renovadas. O RM/HA que estava previsto acima da média, agora com a estiagem vai ficar abaixo da média. Confirmo o preço do produto. Outubro - Queda no RM/HA, devido a estiagem.",07/12/2015,GVIGNATTI,100,1307.5,
2015,12,32,1,2,1001,0119.3020,0,S,9,6,2,0,5,5,0,140,28000,600.00,"Melancia(irrigada) - Queda de ÁREA e RM/HA, devido a falta de chuvas",07/12/2015,GVIGNATTI,100,610,
2015,12,32,1,2,1001,0119.4040,0,N,9,6,2,0,20,20,40,300,15000,50.00,Mandioca p/ industria(não irrigada) - Plantio de 20 ha pelos assentados e pequenos produtores. Confirmo o preço do produto.,07/12/2015,GVIGNATTI,100,61.1,
2015,12,32,1,2,1001,0119.4040,0,S,9,6,9,0,30,30,20,1200,40000,50.00,Mandioca(irrigada) - A área foi plantada e será toda colhida até dezembro de 2015. Confirmo o preço do produto.,07/12/2015,GVIGNATTI,100,63.1,
2015,12,32,1,2,1001,0119.9010,0,S,9,6,2,0,5,5,0,15,3000,650.00,"Abóbora(irrigada) - Até o momento apenas 5ha foram plantados. Previsão de queda no RM/HA, em função da estiagem. Outubro - A área foi toda colhida.",07/12/2015,GVIGNATTI,100,650,
2015,12,32,1,2,1001,0121.1050,0,S,9,6,9,0,1,1,30,29,29000,1500.00,Alface (irrigado) - A informação de 153.000 era em pés. O RM/HA é de 29.000kg por ha.,07/12/2015,GVIGNATTI,100,1500,
2015,12,32,1,2,1001,0121.2040,0,S,9,6,9,0,1,1,30,20,20000,1900.00,,07/12/2015,GVIGNATTI,100,2310,
2015,12,32,1,2,1001,0121.2090,0,S,9,6,9,0,1,1,20,15,15000,1900.00,"Quiabo (irrigado) - plantio realizado pelos assentados e pequenos produtores do Município, incentivados pelos Programas do Governo Federal.",07/12/2015,GVIGNATTI,100,1935,
2015,12,32,1,2,1001,0121.2100,0,S,9,6,9,0,5,5,40,400,80000,1500.00,Tomate Estaquiado (irrigado) - Intenção de renovação de plantio. Segundo o Téc. não foi plantado nada até o momento. Outubro - A área foi plantada por produtores de outros Municípios e está sendo colhida.,07/12/2015,GVIGNATTI,100,1200,
2015,12,32,1,2,1001,0121.6040,0,S,9,6,9,0,10,10,20,100,10000,1500.00,"Milho Verde(espiga) - área em crescimento, devido a facilidade de comercialização nas feiras livres e bom preço do produto. Abril/2015 - ALTERADO por MAURO para 10.000 kg/ha. REVISAR RENDIMENTO.",07/12/2015,GVIGNATTI,100,1500,
2015,12,32,1,2,1001,0131.0010,0,N,9,6,2,0,2,2,0,8,4000,800.00,"Laranja(não irrigada) - RM/HA abaixo da média, por sev tratar de lavouras não irrigadas e falta de tratos culturais adequados.",07/12/2015,GVIGNATTI,100,710,
2015,12,32,1,2,1001,0131.0010,0,S,9,6,2,0,2,2,0,24,12000,800.00,"Laranja(irrigada) - RM/HA abaixo da média, devido a falta de chuvas no decorrer do ano, falta de tratos culturais e controle fitossanitários não adequados.",07/12/2015,GVIGNATTI,100,710,
2015,12,32,1,2,1001,0132.0020,0,S,9,6,2,0,3,3,30,12,4000,4500.00,"Uvas Sucos(irrigada) - RM/HA abaixo da média, vez que 2 ha cultura encontra-se abandonada por falta de tecnologia e conhecimento. Vendido em feiras livres.",07/12/2015,GVIGNATTI,100,3350,
2015,12,32,1,2,1001,0133.2080,0,S,9,6,2,0,25,25,20,450,18000,700.00,"Banana(irrigada) - Queda de área, devido a falta de água nos reservatórios. Outubro - Queda no RM/HA, devido a falta de chuvas e altas temperaturas.",07/12/2015,GVIGNATTI,100,810,
2015,12,32,1,2,1001,0133.2220,0,N,9,6,2,0,2,2,40,30,15000,1800.00,"Goiaba(não irrigada) - RM/HA abaixo da média, por se tratar de lavouras não irrigadas e falta de chuvas no decorrer do ano.",07/12/2015,GVIGNATTI,100,1405,
2015,12,32,1,2,1001,0133.2330,0,S,9,6,2,0,60,60,20,3000,50000,700.00,"Mamão(irrigado) - Queda no RM/HA, devido a falta de chuvas no decorrer do ano ocasionando altas temperaturas. Confirmo o preço do produto no mercado. Outubro - Queda no RM/HA, devido a falta de chuvas trazendo, altas temperaturas.",07/12/2015,GVIGNATTI,100,685,
2015,12,32,1,2,1001,0133.2340,0,S,9,6,2,0,16,16,100,192,12000,600.00,,07/12/2015,GVIGNATTI,100,600,
2015,12,32,1,2,1001,0133.2360,0,S,9,6,2,0,60,60,25,1380,23000,2100.00,"Maracujá(irrigado) - Queda no RM/HA, devido a falta de chuvas e altas temperaturas.",07/12/2015,GVIGNATTI,100,1675,
2015,12,32,1,2,1001,0133.3030,0,N,9,6,2,0,15,15,35,120,8000,650.00,"Coco(não irrigado) - Queda no RM/HA, por falta de chuvas.",07/12/2015,GVIGNATTI,100,595,
2015,12,32,1,2,1001,0133.3030,0,S,9,6,2,20,28,28,25,392,14000,650.00,"Coco(irrigado) - Queda no RM/HA, por falta de chuvas.",07/12/2015,GVIGNATTI,100,575,
2015,12,32,1,2,1001,0134.0022,0,S,9,6,2,1000,9800,9800,0,17052,1740,5500.00,"Café Conilon(Irrigado) - Queda no RM/HA por falta de chuvas. Segundo o téc, 500 ha da área em formação entra em produção para a safra de 2015. Não foram plantados áreas novas e muito menos feito renovações de lavouras. O téc pediu para a proxima reunião informar o RM/HA, que segundo ele pode baixar ainda mais o RM/HA. Agosto- Após consulta aos produtores e associacões o RM/HA baixou ainda mais, ficando em 1560 kg/ha. Outubro - Após uma nova reavaliação da cultura juntamente com os órgãos ligados a cafeicultura no Município o RM/HA foi ajustado.",07/12/2015,GVIGNATTI,100,4767.5,
2015,12,32,1,2,1001,0135.0010,0,N,9,0,0,0,0,0,,0,0,,Cacau(não irrigado) - Toda a área passou a ser irrigada.,07/12/2015,GVIGNATTI,0,0,
2015,12,32,1,2,1001,0135.0010,0,S,9,6,9,32,4,4,25,1,250,9000.00,Cacau (irrigado) - Toda a área passou a ser irrigada. Portanto não existe área de cacau não irrigada no Município. Confirmo o preço do produto no mercado.,07/12/2015,GVIGNATTI,100,8170,
2015,12,32,1,2,1001,0139.1060,0,S,9,6,2,400,265,265,30,795,3000,22000.00,"Pimenta-doReino(irrigada) - O RM/HA, se encontra dentro das condições climáticas atuantes. Aumento de área, devido aos altos preços do produto no mercado. Confirmo o preço do produto no mercado. Outubro - Aumento de área, devido ao alto preço do produto no mercado. Dezembro - Queda no preço, devido as exigências do mercado externo. Produto de boa qualidade.",07/12/2015,GVIGNATTI,100,25525,
